manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price
VW,Golf,2.0,Diesel,2011,83439,14022.0
Ford,Mondeo,1.4,Diesel,2010,47939,16354.0
Ford,Fiesta,1.2,Petrol,2003,169527,2552.0
VW,Polo,1.0,Diesel,2009,132828,5059.0
Ford,Fiesta,1.2,Petrol,2010,130441,5601.0
VW,Golf,1.6,Petrol,1999,160494,2966.0
VW,Polo,1.6,Petrol,1997,191158,1684.0
Ford,Focus,1.4,Petrol,2017,42774,25871.0
VW,Golf,1.6,Diesel,1998,176010,2556.0
VW,Passat,1.6,Diesel,2021,7996,48276.0
Ford,Mondeo,2.0,Diesel,1995,86661,5565.0
Ford,Fiesta,1.4,Petrol,2018,26684,20957.0
Ford,Mondeo,2.0,Diesel,1995,89622,5450.0
Toyota,RAV4,2.0,Hybrid,2004,162580,7928.0
Toyota,Yaris,1.2,Petrol,1989,208926,825.0
VW,Polo,1.6,Petrol,1987,211905,720.0
Ford,Mondeo,1.8,Diesel,1986,155813,1702.0
Toyota,Prius,1.0,Hybrid,2006,87533,9750.0
BMW,Z4,2.0,Petrol,2003,184605,4636.0
Ford,Mondeo,2.0,Diesel,1989,229296,1156.0
VW,Golf,2.0,Diesel,2012,62582,17253.0
VW,Passat,1.8,Diesel,2005,87674,10787.0
Ford,Mondeo,1.6,Diesel,2010,45566,17740.0
Toyota,RAV4,2.4,Petrol,2018,30726,47440.0
Toyota,RAV4,2.4,Hybrid,1998,147968,6567.0
VW,Golf,1.6,Petrol,2018,30063,26767.0
Toyota,RAV4,2.2,Hybrid,1996,147348,5530.0
Toyota,Prius,1.4,Hybrid,2013,47441,23991.0
Toyota,RAV4,2.2,Hybrid,2000,127543,8457.0
Ford,Focus,1.6,Diesel,1996,226320,1709.0
VW,Golf,1.8,Petrol,2009,78124,11502.0
VW,Golf,1.6,Petrol,1988,241084,701.0
Toyota,RAV4,2.4,Hybrid,1992,84168,7148.0
VW,Passat,1.8,Diesel,2000,40594,10518.0
Ford,Fiesta,1.0,Petrol,2006,68629,6145.0
Porsche,Cayenne,4.0,Petrol,2013,78939,41883.0
Ford,Mondeo,2.0,Diesel,1993,219944,1642.0
BMW,X3,2.0,Diesel,2000,115422,7357.0
Toyota,Prius,1.4,Hybrid,1985,306583,430.0
Ford,Fiesta,1.2,Petrol,1995,245181,765.0
Ford,Fiesta,1.0,Petrol,2015,60872,11782.0
VW,Passat,2.0,Diesel,1990,166088,2272.0
VW,Polo,1.4,Petrol,2013,74070,11473.0
Toyota,Prius,1.8,Hybrid,2013,42176,28091.0
Toyota,Prius,1.0,Hybrid,2008,51808,14139.0
BMW,M5,5.0,Petrol,2021,6561,155656.0
Ford,Focus,1.6,Petrol,2016,53147,24268.0
Toyota,Prius,1.8,Hybrid,1994,246833,1560.0
Ford,Mondeo,1.6,Petrol,1993,101956,3716.0
Toyota,RAV4,2.4,Petrol,2003,110466,10248.0
Ford,Focus,1.8,Petrol,2019,23316,37537.0
Toyota,Yaris,1.2,Hybrid,1992,197760,1335.0
Toyota,Prius,1.0,Hybrid,1988,162581,1641.0
Ford,Mondeo,2.0,Hybrid,2012,24239,29351.0
Toyota,Prius,1.4,Hybrid,2017,36082,33543.0
Toyota,Yaris,1.0,Petrol,2014,20330,16276.0
Toyota,Prius,1.8,Hybrid,1992,279515,1007.0
Ford,Mondeo,1.6,Diesel,1987,199978,1176.0
VW,Polo,2.0,Petrol,1994,199874,1428.0
VW,Polo,1.0,Petrol,1999,108962,2972.0
Toyota,Prius,1.0,Hybrid,2016,42018,25598.0
VW,Passat,2.0,Diesel,1996,215739,2201.0
VW,Golf,1.4,Diesel,2011,74010,12517.0
Toyota,RAV4,2.0,Hybrid,2011,22761,34092.0
Ford,Fiesta,1.4,Petrol,2007,105077,6013.0
Toyota,Yaris,1.2,Petrol,2000,150704,2830.0
Toyota,Yaris,1.4,Petrol,2019,29011,25598.0
Toyota,RAV4,1.8,Hybrid,2021,12725,66532.0
Ford,Focus,1.4,Diesel,1990,147345,2120.0
VW,Golf,1.2,Petrol,1996,88950,3660.0
VW,Passat,1.8,Diesel,2008,93565,12634.0
VW,Passat,2.0,Diesel,1991,119809,3527.0
Ford,Focus,1.8,Petrol,2005,73826,10800.0
VW,Golf,1.4,Diesel,1994,142137,2426.0
BMW,M5,4.4,Petrol,2022,5485,156952.0
Toyota,Prius,1.0,Hybrid,2004,114033,7028.0
VW,Golf,1.2,Diesel,1992,157435,1734.0
Toyota,Prius,1.0,Hybrid,2010,78792,13529.0
VW,Polo,2.0,Petrol,2017,39650,22302.0
Ford,Focus,1.0,Petrol,1996,194117,1714.0
VW,Polo,1.0,Petrol,2015,64372,11819.0
Ford,Mondeo,2.0,Diesel,1999,143674,4715.0
VW,Passat,1.6,Diesel,2019,18359,39980.0
Ford,Focus,1.8,Hybrid,1987,272962,739.0
Ford,Mondeo,2.0,Diesel,1995,233736,1656.0
Toyota,RAV4,2.2,Hybrid,1989,332382,646.0
BMW,X3,3.0,Diesel,1986,303279,679.0
Ford,Fiesta,1.4,Diesel,1994,333772,351.0
Toyota,RAV4,2.2,Hybrid,1987,260291,1122.0
VW,Polo,1.4,Petrol,1998,108225,3308.0
Ford,Focus,1.0,Diesel,1991,217754,1046.0
Ford,Fiesta,1.2,Petrol,2009,70724,8107.0
VW,Polo,1.2,Diesel,2002,112891,4054.0
BMW,M5,4.0,Petrol,1996,183673,7473.0
Ford,Fiesta,1.2,Diesel,2009,63278,8943.0
Porsche,718 Cayman,2.0,Petrol,1998,151952,5289.0
VW,Passat,1.6,Diesel,2020,16841,43090.0
Ford,Fiesta,1.4,Petrol,2003,115240,4267.0
Ford,Focus,1.6,Diesel,2003,61546,10151.0
VW,Polo,1.4,Petrol,2012,78695,10400.0
VW,Passat,1.8,Petrol,2020,25955,41387.0
VW,Polo,1.0,Petrol,1997,81604,3169.0
Porsche,718 Cayman,2.4,Petrol,2008,102650,16581.0
VW,Polo,1.6,Petrol,1997,244757,1040.0
BMW,Z4,2.4,Petrol,2000,58333,10923.0
Ford,Fiesta,1.2,Petrol,2018,47021,17205.0
Toyota,Prius,1.8,Hybrid,2012,55761,24157.0
VW,Polo,2.0,Petrol,2012,91093,11396.0
VW,Golf,1.6,Petrol,2004,150053,4511.0
Ford,Focus,1.0,Petrol,1990,123738,2059.0
Toyota,RAV4,2.0,Petrol,1999,79480,8959.0
VW,Polo,1.4,Petrol,2008,64638,8754.0
Toyota,RAV4,2.0,Hybrid,1991,231580,1820.0
VW,Golf,1.6,Petrol,2001,88199,5930.0
Toyota,Yaris,1.0,Petrol,2016,9964,19663.0
Ford,Focus,1.6,Petrol,2006,83678,10172.0
VW,Passat,1.4,Diesel,2012,79205,16094.0
Toyota,Yaris,1.2,Hybrid,2003,95557,6352.0
Ford,Focus,1.8,Petrol,1988,173367,1614.0
Ford,Mondeo,1.4,Diesel,1995,168392,2463.0
Porsche,718 Cayman,4.0,Petrol,2021,17044,88331.0
Toyota,RAV4,1.8,Hybrid,2011,80889,22478.0
Toyota,Prius,1.4,Hybrid,2013,61966,21882.0
VW,Golf,1.2,Petrol,2007,75347,8377.0
BMW,M5,4.4,Petrol,2009,114216,32821.0
VW,Passat,1.6,Diesel,2016,48492,27462.0
VW,Golf,1.2,Petrol,1995,117014,2785.0
Porsche,911,3.0,Petrol,1999,139988,13461.0
Ford,Fiesta,1.0,Petrol,1993,223933,742.0
Ford,Mondeo,1.4,Petrol,2004,114680,6582.0
Ford,Fiesta,1.0,Petrol,1987,126171,1141.0
Toyota,Yaris,1.4,Hybrid,2007,111355,7972.0
VW,Passat,1.6,Petrol,2009,88699,12555.0
Ford,Mondeo,1.6,Diesel,1992,181125,1934.0
VW,Golf,1.8,Petrol,1997,230439,1493.0
VW,Golf,1.4,Diesel,2022,5195,39296.0
VW,Passat,1.8,Diesel,2015,30770,30294.0
Toyota,Prius,1.4,Hybrid,2000,108871,6621.0
Toyota,RAV4,2.2,Hybrid,1995,143698,5329.0
Ford,Fiesta,1.0,Diesel,2018,15963,19734.0
VW,Polo,1.0,Petrol,1991,233536,611.0
Toyota,Prius,1.4,Hybrid,2017,41273,32522.0
VW,Golf,1.4,Diesel,1998,117687,3838.0
Ford,Fiesta,1.4,Petrol,2002,153483,2948.0
Toyota,Yaris,1.2,Petrol,1988,90202,2023.0
VW,Polo,1.0,Petrol,2000,146139,2376.0
VW,Golf,2.0,Petrol,2014,60266,19060.0
VW,Golf,2.0,Petrol,1998,121072,4257.0
Toyota,RAV4,2.0,Hybrid,1997,161280,5025.0
VW,Golf,2.0,Petrol,1991,188856,1528.0
BMW,X3,2.4,Diesel,2013,62457,27895.0
Toyota,Yaris,1.4,Petrol,1992,267891,635.0
VW,Golf,1.2,Petrol,2018,30698,23096.0
Ford,Focus,2.0,Diesel,2015,37400,29344.0
BMW,X3,2.4,Diesel,2008,65759,19560.0
Toyota,RAV4,2.2,Petrol,2001,120349,7966.0
Toyota,RAV4,1.8,Hybrid,2001,116686,8892.0
Ford,Fiesta,1.0,Petrol,2012,47734,10482.0
VW,Passat,1.4,Diesel,1996,142232,3452.0
BMW,M5,4.4,Petrol,2000,49820,28142.0
Ford,Focus,1.4,Petrol,2013,62124,17547.0
Ford,Fiesta,1.4,Petrol,2005,105622,5241.0
Porsche,Cayenne,2.6,Petrol,2018,29983,64223.0
VW,Golf,1.8,Diesel,2011,53339,16247.0
Toyota,RAV4,2.4,Hybrid,2009,49219,27969.0
Ford,Mondeo,2.0,Diesel,2015,56686,25822.0
BMW,M5,5.0,Petrol,1992,231407,4189.0
Porsche,718 Cayman,2.0,Petrol,2003,142823,7951.0
VW,Passat,1.4,Diesel,2003,91816,8084.0
Ford,Focus,1.6,Petrol,2016,45738,25411.0
Toyota,RAV4,2.4,Hybrid,2003,93163,13965.0
Ford,Fiesta,1.2,Petrol,2002,158175,2626.0
VW,Passat,2.0,Diesel,1991,103782,3980.0
Porsche,911,3.0,Petrol,2017,24956,98931.0
VW,Polo,2.0,Petrol,2012,65010,13628.0
Toyota,RAV4,2.4,Hybrid,2009,103232,19362.0
Ford,Mondeo,2.0,Diesel,2019,18226,42339.0
Porsche,Cayenne,3.0,Petrol,2002,122738,12643.0
Toyota,Prius,1.4,Hybrid,1993,231133,1486.0
BMW,X3,2.0,Diesel,1996,197393,2867.0
VW,Golf,1.4,Hybrid,2018,31997,29712.0
Ford,Focus,1.6,Petrol,2004,128492,6383.0
VW,Golf,1.2,Hybrid,2004,137667,5182.0
VW,Golf,1.8,Petrol,1992,168003,1852.0
VW,Golf,1.2,Diesel,1991,190370,1226.0
VW,Polo,1.0,Petrol,1994,173427,1269.0
Ford,Mondeo,1.6,Diesel,2021,17968,43331.0
Toyota,Prius,1.0,Hybrid,2013,76605,16774.0
VW,Polo,1.6,Diesel,2017,37439,21222.0
VW,Passat,1.6,Petrol,1991,16000,5963.0
VW,Polo,1.0,Petrol,2004,107726,4187.0
Toyota,RAV4,1.8,Hybrid,2015,56135,34597.0
Ford,Focus,2.0,Diesel,2004,164084,5614.0
Porsche,Cayenne,3.5,Petrol,2013,68158,42140.0
Ford,Mondeo,2.0,Diesel,2015,4000,34957.0
VW,Golf,2.0,Petrol,2010,79121,12872.0
VW,Polo,1.6,Petrol,1996,129554,2628.0
VW,Polo,1.6,Petrol,2018,38581,21459.0
BMW,X3,3.0,Diesel,2004,32232,20619.0
Porsche,718 Cayman,2.0,Petrol,2003,118876,9600.0
Ford,Focus,2.0,Petrol,1988,210898,1226.0
VW,Polo,2.0,Petrol,2010,71872,11395.0
Ford,Fiesta,1.0,Petrol,1996,167547,1485.0
Ford,Mondeo,2.0,Diesel,2001,165922,4484.0
Toyota,RAV4,2.0,Petrol,2014,85793,23306.0
Toyota,Prius,1.0,Hybrid,2009,78273,12702.0
VW,Passat,1.8,Diesel,1997,33193,8997.0
VW,Passat,1.6,Diesel,2017,48111,29424.0
VW,Polo,1.4,Petrol,2012,51450,12438.0
Toyota,Yaris,1.4,Hybrid,1990,180636,1464.0
Ford,Mondeo,2.0,Diesel,2009,66456,16245.0
VW,Golf,1.6,Diesel,2016,47655,22149.0
Ford,Mondeo,1.4,Petrol,1996,202098,1874.0
Toyota,Yaris,1.0,Petrol,2011,76520,9416.0
VW,Golf,1.4,Petrol,1997,113243,3537.0
Toyota,Prius,1.4,Hybrid,2001,162008,4642.0
BMW,Z4,2.0,Petrol,2020,24714,46315.0
VW,Passat,1.4,Petrol,1994,198910,1782.0
Ford,Fiesta,1.2,Petrol,1998,190922,1522.0
Ford,Focus,1.0,Petrol,2001,101976,5054.0
Toyota,Yaris,1.0,Hybrid,2018,41763,22534.0
VW,Golf,1.4,Petrol,2019,29644,26829.0
VW,Polo,1.0,Petrol,2021,14660,23725.0
VW,Polo,1.6,Diesel,2014,56119,15490.0
VW,Passat,1.4,Diesel,1987,250560,735.0
VW,Passat,1.6,Diesel,1988,93905,3132.0
Ford,Focus,1.0,Hybrid,1994,203510,1658.0
Ford,Fiesta,1.2,Petrol,1993,231917,756.0
Ford,Focus,1.6,Diesel,2001,121698,5785.0
VW,Passat,1.8,Petrol,1986,355814,272.0
VW,Passat,1.6,Diesel,1995,207865,1975.0
VW,Golf,2.0,Petrol,1995,84852,4550.0
Toyota,Yaris,1.4,Hybrid,1998,108589,4467.0
BMW,M5,5.0,Petrol,1998,110835,17239.0
Porsche,718 Cayman,4.0,Petrol,2005,97465,18203.0
Ford,Mondeo,2.0,Diesel,2019,36447,38177.0
VW,Polo,1.6,Petrol,2018,29614,22613.0
Ford,Mondeo,1.8,Hybrid,1987,160540,2000.0
Toyota,Yaris,1.4,Petrol,2009,62776,10687.0
Ford,Mondeo,2.0,Diesel,1993,112725,4026.0
Ford,Fiesta,1.2,Petrol,2004,108120,4456.0
Ford,Fiesta,1.4,Petrol,2009,74709,8525.0
Ford,Focus,1.8,Petrol,2017,36971,30371.0
Toyota,Yaris,1.0,Petrol,2010,129587,5960.0
VW,Golf,2.0,Petrol,2005,115523,7083.0
Ford,Focus,1.0,Diesel,2012,82489,12701.0
VW,Polo,1.2,Petrol,2014,48541,13398.0
Toyota,Prius,1.8,Hybrid,1999,25920,12147.0
VW,Passat,2.0,Petrol,1989,219559,1270.0
VW,Passat,1.6,Diesel,2020,21613,41978.0
VW,Polo,1.0,Petrol,2010,110216,6131.0
Toyota,Prius,1.4,Hybrid,2020,23346,44075.0
VW,Polo,1.2,Petrol,1993,210314,943.0
BMW,X3,2.4,Diesel,2001,141694,7013.0
Ford,Mondeo,1.8,Diesel,2008,155024,7429.0
Ford,Fiesta,1.0,Petrol,1998,213131,1142.0
Ford,Focus,2.0,Petrol,2007,95524,11176.0
Ford,Mondeo,2.0,Diesel,2011,78317,17137.0
Ford,Mondeo,1.6,Diesel,1996,102699,4740.0
BMW,M5,5.0,Petrol,1990,102996,10721.0
VW,Polo,1.2,Petrol,1992,221251,800.0
Ford,Fiesta,1.4,Petrol,2001,115834,3718.0
VW,Golf,2.0,Diesel,2016,11234,30509.0
Toyota,RAV4,2.4,Hybrid,2009,85999,21921.0
Toyota,Yaris,1.0,Hybrid,2020,18591,29416.0
VW,Golf,1.6,Diesel,2008,101808,9002.0
VW,Golf,1.4,Diesel,1999,130131,3725.0
Ford,Fiesta,1.2,Petrol,1998,195482,1462.0
Ford,Fiesta,1.2,Petrol,2005,52301,6998.0
Toyota,Prius,1.8,Hybrid,2009,79861,16856.0
Porsche,Cayenne,3.0,Petrol,1989,166477,3731.0
Ford,Focus,1.4,Petrol,1998,109616,4626.0
Toyota,RAV4,1.8,Hybrid,1991,317595,770.0
VW,Polo,1.0,Petrol,2002,17247,6592.0
VW,Polo,1.6,Petrol,2011,43051,13100.0
VW,Golf,1.8,Diesel,1986,214951,866.0
VW,Golf,1.8,Petrol,2003,176939,3575.0
Toyota,RAV4,2.0,Hybrid,2008,49058,23909.0
Ford,Fiesta,1.4,Petrol,2017,33542,18848.0
Ford,Fiesta,1.0,Petrol,1999,139967,2277.0
BMW,M5,4.0,Petrol,1991,138162,7821.0
VW,Polo,1.2,Petrol,2008,88635,6880.0
Ford,Mondeo,1.8,Diesel,2018,40317,33111.0
VW,Polo,1.4,Diesel,2008,50428,10067.0
VW,Golf,1.2,Petrol,2013,24633,17130.0
VW,Passat,1.4,Diesel,2015,67299,21303.0
Ford,Focus,1.0,Petrol,2003,71124,7174.0
BMW,Z4,3.0,Petrol,1991,126164,4129.0
VW,Polo,1.2,Diesel,2002,158999,2810.0
VW,Golf,1.8,Diesel,2018,32573,29381.0
Toyota,Yaris,1.0,Hybrid,2020,10012,30800.0
Ford,Focus,1.6,Petrol,2008,44744,14998.0
Toyota,Yaris,1.4,Hybrid,1997,164942,2668.0
Ford,Fiesta,1.4,Diesel,2014,46680,14977.0
Ford,Fiesta,1.4,Petrol,2000,95862,4034.0
Porsche,718 Cayman,2.4,Petrol,1989,182508,2459.0
Toyota,RAV4,2.0,Hybrid,2012,61800,28789.0
VW,Golf,2.0,Diesel,2001,113284,5794.0
Toyota,RAV4,1.8,Hybrid,1999,139563,6507.0
VW,Polo,1.2,Petrol,2017,53409,15875.0
Ford,Mondeo,2.0,Petrol,1997,102332,5410.0
Toyota,Yaris,1.2,Hybrid,2000,111629,4619.0
Ford,Focus,1.4,Petrol,2015,74606,18454.0
Toyota,Prius,1.8,Hybrid,2015,48664,30849.0
Ford,Mondeo,1.8,Diesel,2015,86815,20008.0
Ford,Mondeo,1.6,Diesel,2013,27887,24053.0
Ford,Fiesta,1.4,Petrol,2003,57154,6415.0
Porsche,911,2.2,Petrol,1987,366648,652.0
Toyota,Prius,1.4,Hybrid,2007,115890,10014.0
Toyota,Yaris,1.2,Petrol,1998,39334,5502.0
VW,Polo,1.6,Petrol,2018,48912,20153.0
BMW,X3,3.0,Diesel,2002,134106,8905.0
Ford,Mondeo,1.6,Hybrid,2004,122085,7978.0
VW,Golf,1.6,Petrol,1992,211438,1197.0
VW,Golf,1.2,Hybrid,2012,32124,18426.0
Ford,Mondeo,2.0,Diesel,2016,71279,25088.0
Ford,Fiesta,1.2,Petrol,1995,177547,1398.0
Porsche,911,3.5,Petrol,2009,47308,54951.0
Toyota,Yaris,1.2,Hybrid,1994,199030,1508.0
Toyota,Yaris,1.4,Petrol,2012,76339,11924.0
BMW,Z4,2.4,Petrol,2010,39794,23867.0
Toyota,Yaris,1.2,Hybrid,2007,50430,11242.0
Toyota,Prius,1.8,Hybrid,1996,178948,3268.0
Ford,Mondeo,2.0,Diesel,2017,32806,34132.0
BMW,M5,5.0,Petrol,2012,49096,67066.0
VW,Polo,2.0,Petrol,2001,163351,3117.0
Toyota,RAV4,1.8,Hybrid,1994,178283,3381.0
Porsche,718 Cayman,4.0,Petrol,2015,44650,50500.0
Ford,Fiesta,1.2,Petrol,1992,147465,1472.0
Toyota,Prius,1.0,Hybrid,2018,28817,31608.0
Toyota,Yaris,1.2,Petrol,1997,147085,2386.0
VW,Polo,1.2,Petrol,2015,62516,13105.0
VW,Passat,1.4,Diesel,2021,15295,43447.0
VW,Polo,1.0,Petrol,1998,225510,1048.0
VW,Passat,1.8,Diesel,2008,84989,13427.0
Ford,Focus,1.4,Petrol,2014,46309,20730.0
VW,Golf,1.2,Petrol,1998,178864,2057.0
BMW,M5,4.0,Petrol,1995,271810,3149.0
Toyota,RAV4,1.8,Hybrid,2001,166177,5975.0
Ford,Fiesta,1.4,Petrol,2013,81315,10637.0
Ford,Mondeo,1.6,Diesel,2011,84103,14726.0
Ford,Mondeo,1.6,Diesel,2014,16314,27417.0
Toyota,Prius,1.8,Hybrid,1991,320636,636.0
Porsche,Cayenne,2.6,Diesel,2016,34687,57428.0
VW,Polo,1.2,Petrol,1991,232645,675.0
Porsche,911,3.0,Petrol,1998,160288,10667.0
Toyota,RAV4,2.4,Hybrid,1993,263759,1693.0
Ford,Mondeo,1.8,Diesel,1991,257526,966.0
BMW,X3,2.4,Diesel,1990,131376,3657.0
Ford,Focus,1.8,Petrol,1998,93121,5920.0
Ford,Fiesta,1.0,Petrol,1991,18275,3068.0
Ford,Fiesta,1.2,Diesel,2018,35397,19374.0
BMW,X3,2.4,Petrol,1997,112353,6432.0
VW,Polo,1.2,Petrol,2015,31353,15874.0
VW,Golf,1.6,Petrol,2004,101148,6598.0
Porsche,718 Cayman,2.4,Petrol,1997,119206,7032.0
Ford,Focus,1.0,Diesel,2007,125693,6615.0
Porsche,911,2.6,Petrol,1995,229378,4446.0
Ford,Focus,1.6,Petrol,1988,144591,1932.0
Porsche,911,3.0,Petrol,2005,114828,24443.0
VW,Golf,2.0,Diesel,1996,91846,4861.0
VW,Passat,1.4,Diesel,2016,33718,28075.0
VW,Passat,1.4,Diesel,2003,80084,8779.0
Ford,Focus,1.6,Hybrid,2014,52516,25588.0
BMW,X3,3.0,Petrol,2007,65583,19507.0
Toyota,RAV4,2.0,Hybrid,2021,10419,70991.0
VW,Polo,1.4,Petrol,2011,56000,11306.0
Ford,Focus,1.0,Petrol,2021,13497,33729.0
VW,Polo,1.2,Petrol,2003,82980,5129.0
BMW,X3,3.0,Diesel,2019,28565,57243.0
Toyota,RAV4,2.4,Petrol,1998,152571,5270.0
Ford,Mondeo,1.6,Diesel,2015,20755,28605.0
Toyota,Yaris,1.4,Hybrid,2009,90283,10630.0
VW,Passat,2.0,Diesel,2010,94310,15136.0
Ford,Focus,2.0,Diesel,2019,27875,40492.0
Toyota,Prius,1.4,Hybrid,2012,87005,17275.0
BMW,Z4,2.2,Petrol,1993,78765,5725.0
Toyota,Yaris,1.0,Hybrid,1998,213246,1585.0
Toyota,Yaris,1.2,Petrol,1996,131963,2520.0
VW,Passat,1.6,Diesel,2000,84527,7450.0
Ford,Fiesta,1.4,Petrol,1995,149226,1914.0
BMW,Z4,2.2,Petrol,2006,111469,10759.0
Ford,Mondeo,1.6,Petrol,1998,75325,6263.0
VW,Polo,1.2,Petrol,2017,59597,15260.0
VW,Passat,1.4,Diesel,1999,138675,4338.0
VW,Polo,1.0,Petrol,2012,83692,8490.0
BMW,Z4,3.0,Petrol,1988,186655,2052.0
Toyota,Prius,1.4,Hybrid,2003,109538,8047.0
VW,Polo,1.6,Petrol,1995,204744,1308.0
VW,Golf,1.2,Petrol,2004,98031,5846.0
Ford,Mondeo,1.6,Diesel,1997,202316,2244.0
Toyota,RAV4,1.8,Hybrid,2014,79528,27714.0
Ford,Focus,1.6,Petrol,1995,185187,2193.0
Porsche,718 Cayman,2.0,Petrol,2007,128544,11630.0
Toyota,RAV4,2.2,Petrol,2016,41439,37319.0
Toyota,Yaris,1.2,Petrol,2020,6631,28615.0
Ford,Focus,1.0,Petrol,1987,235092,652.0
Toyota,RAV4,2.0,Hybrid,2010,111439,17772.0
VW,Polo,2.0,Petrol,2018,30793,25112.0
VW,Polo,1.6,Petrol,1993,239254,838.0
Ford,Mondeo,1.4,Diesel,1985,221057,798.0
VW,Golf,1.2,Petrol,1992,266726,625.0
Toyota,Prius,1.0,Hybrid,2004,53497,10715.0
BMW,Z4,2.4,Petrol,1997,133911,5184.0
Ford,Mondeo,1.8,Diesel,2002,108185,7202.0
Toyota,RAV4,2.2,Hybrid,1996,268566,1893.0
BMW,X3,2.0,Diesel,2012,67408,23060.0
VW,Golf,1.6,Petrol,1989,205047,1037.0
Porsche,718 Cayman,4.0,Petrol,1999,210432,4840.0
Ford,Mondeo,1.8,Diesel,2011,71301,17051.0
Toyota,Yaris,1.0,Hybrid,2022,5179,36086.0
Toyota,RAV4,2.4,Hybrid,1998,173853,5293.0
Toyota,Prius,1.4,Hybrid,1995,327533,686.0
BMW,M5,4.0,Petrol,2000,97788,19403.0
Ford,Fiesta,1.0,Petrol,2015,70680,11045.0
BMW,Z4,2.0,Petrol,2000,164950,4487.0
Porsche,911,2.6,Petrol,1995,197386,5917.0
Toyota,RAV4,1.8,Petrol,1987,325723,454.0
Toyota,Prius,1.0,Hybrid,2019,13040,36862.0
BMW,M5,4.0,Petrol,2019,16786,115427.0
Ford,Mondeo,1.8,Diesel,2009,98002,12380.0
Ford,Mondeo,1.4,Diesel,2012,91958,13929.0
Toyota,Prius,1.0,Hybrid,2001,81968,7264.0
VW,Passat,1.8,Diesel,1991,241078,1188.0
Toyota,Yaris,1.4,Hybrid,2003,54705,9054.0
Toyota,RAV4,1.8,Hybrid,2010,26103,29695.0
VW,Polo,1.4,Petrol,1991,94298,2297.0
Toyota,RAV4,2.0,Hybrid,1990,344619,585.0
VW,Passat,1.4,Diesel,1997,169912,2936.0
Toyota,Prius,1.0,Hybrid,1997,180761,2563.0
Ford,Focus,1.6,Petrol,2006,76890,10660.0
VW,Polo,1.6,Petrol,2009,95529,8084.0
Ford,Mondeo,1.6,Petrol,1992,222493,1279.0
VW,Polo,2.0,Petrol,2017,8921,26492.0
Ford,Mondeo,1.4,Petrol,2010,93087,11516.0
Toyota,RAV4,2.2,Hybrid,2014,50827,37000.0
VW,Passat,1.6,Diesel,2008,52759,15687.0
VW,Passat,2.0,Diesel,1995,178352,2858.0
Ford,Focus,1.8,Petrol,2014,42246,24094.0
BMW,Z4,2.4,Petrol,2001,137902,6557.0
Ford,Mondeo,1.6,Diesel,1998,148208,3802.0
Toyota,Prius,1.4,Hybrid,1984,236474,777.0
Porsche,Cayenne,2.6,Petrol,1993,219775,2848.0
VW,Passat,1.8,Diesel,2004,91549,9818.0
Ford,Focus,1.0,Petrol,2008,183323,4191.0
VW,Golf,1.2,Petrol,2011,34406,14175.0
Ford,Fiesta,1.2,Petrol,1990,194040,869.0
Toyota,Yaris,1.0,Petrol,2006,123403,4791.0
Ford,Mondeo,1.8,Diesel,1995,201649,2095.0
Toyota,Prius,1.8,Hybrid,2014,68504,25406.0
Toyota,Yaris,1.4,Petrol,2005,45577,9125.0
Ford,Focus,2.0,Diesel,2010,76291,16406.0
Toyota,Yaris,1.4,Petrol,2018,16200,25716.0
Ford,Focus,1.0,Diesel,1992,256995,781.0
Toyota,RAV4,2.4,Hybrid,1998,235195,3077.0
Ford,Mondeo,1.8,Diesel,2010,97377,13293.0
Toyota,RAV4,2.4,Hybrid,1995,159638,4884.0
VW,Golf,1.2,Petrol,2013,56084,14187.0
Toyota,Prius,1.8,Hybrid,2015,59217,28860.0
VW,Polo,2.0,Petrol,1990,251648,684.0
Ford,Mondeo,1.8,Petrol,2011,72475,16111.0
Toyota,Prius,1.0,Hybrid,2002,141226,4973.0
VW,Passat,1.4,Diesel,2008,55633,14409.0
VW,Passat,1.6,Diesel,2014,61255,22166.0
Ford,Fiesta,1.2,Petrol,1989,229433,592.0
Toyota,Prius,1.4,Hybrid,2003,101673,8531.0
Toyota,RAV4,1.8,Hybrid,2015,64121,32857.0
Ford,Focus,1.4,Petrol,2001,147396,4203.0
Toyota,Yaris,1.0,Petrol,2019,49607,19131.0
Toyota,Prius,1.8,Hybrid,2012,61165,23333.0
Ford,Mondeo,2.0,Diesel,2003,100120,8613.0
Ford,Fiesta,1.4,Petrol,1994,170985,1494.0
BMW,M5,5.0,Petrol,2019,8199,135074.0
Ford,Focus,1.6,Petrol,2010,65641,15009.0
Ford,Focus,1.0,Petrol,2003,175036,3224.0
VW,Polo,1.6,Petrol,1994,122298,2434.0
VW,Polo,2.0,Petrol,1991,163077,1604.0
Ford,Fiesta,1.4,Petrol,2010,108486,7160.0
Porsche,718 Cayman,2.0,Petrol,1996,202312,3011.0
VW,Polo,2.0,Petrol,2007,92501,8084.0
VW,Passat,1.8,Diesel,2009,72319,15658.0
VW,Polo,2.0,Diesel,1993,141601,2295.0
VW,Golf,1.8,Petrol,1985,167198,1169.0
VW,Polo,2.0,Petrol,2008,128140,6613.0
VW,Polo,1.0,Petrol,2011,43308,10340.0
Toyota,Prius,1.4,Hybrid,2011,56236,19870.0
